sentence,label
就是痛,牙齿疼痛
请问一下经常长口腔溃疡是怎么回事,口腔溃疡
现在痛得厉害，有什么可以缓解疼痛的,牙齿疼痛
门牙旁边，蛀牙,龋齿治疗
我这月满79岁，左上侧除尽头牙(需拨)外，四五颗牙均掉了,拔牙
哦，那传统矫正呢？隐形矫正主要是时间比较久,牙齿矫正
扒牙多少钱一颗,拔牙
那如果去拍片没有拔牙要收钱吗,无主题
门牙始终还突出，没弄好,牙齿矫正
好的，大概什么费用呢,无主题
我智齿去年疼了两次一个月一次，点滴了两回医生说要拔掉,拔牙
全口牙周治疗多少钱？,牙周治疗
就是牙面上有隐形的裂痕,补牙
请问可以一次性拔两颗智齿吗？,拔牙
不算太突兀,无主题
蛀牙，好像引起牙周炎了，非常疼，吃了药还没好,龋齿治疗
感觉是一口都快没了,补牙
一次能做维持多久,无主题
这两天怎么办呢,无主题
之前有过蛀牙,无主题
全瓷贴面当天可以直接做好吗？,牙齿贴面
你好，请问上颌骨骨性突出，能做吗,牙齿矫正
请问舌头下长了一个溃疡，怎么办呢？,无主题
我刚拔完智齿,无主题
是不是刺激到神经了,根管治疗
那算了，那么多平台都是明码标价的，你们太神秘,无主题
牙周炎大牙松动了会自然好吗？,牙周治疗
我就是嘴巴火辣辣的，牙齿全部痛,牙齿疼痛
大牙，肉肿了,牙周治疗
蛮久的了。,无主题
哦。如果能的话，多长时间能矫正好呢,牙齿矫正
韩国 登腾要多少钱,牙齿种植
牙龈肿长小包,牙周治疗
吞口水都很难受,无主题
是感觉整个牙口有一点点,无主题
还没有，打了消炎针,无主题
不确定，下门牙歪了，我怀疑智齿包在肉里,牙齿矫正
六十岁了，牙周炎引起坏了一只大牙,牙周治疗
4444,无主题
最里面的四个牙,无主题
全瓷还是烤瓷牙好？,烤瓷牙
现在可以过去看，还是要肺炎好了，才可以,无主题
蛀牙现在是什么费用啊,龋齿治疗
请问口腔溃疡可以治疗吗,口腔溃疡
不知道能不能种牙,牙齿种植
是种牙必须的,牙齿种植
你好小孩虫牙怎么弄？,龋齿治疗
有点横向的要多少,无主题
蛀牙严重，不:痛,龋齿治疗
乳牙，乳牙没掉又长新牙。,拔牙
牙齿被虫子咬了，现在有点疼，还有有点松,龋齿治疗
并排,无主题
帮我看看医生帮我开的这个消炎药还要我配什么药吃的，我忘记了,无主题
冷热酸甜卡恩都吃不了了,牙齿脱敏
牙龈肿痛是不是牙周病？,牙周治疗
中门牙突出来一颗，看看能不能,牙齿矫正
是大牙松动,牙齿松动
韩系一颗大概收费？,无主题
智齿发炎腫痛,智齿冠周冲洗
如果拔出智齿加矫正牙齿上下，费用大概是多少,拔牙
刷牙出血是什么原因引起的,牙周治疗
牙冠多少钱一颗，是什么材料,烤瓷牙
还有拔智齿跟拍ct的价格,拔牙
小孩子几岁纠正牙齿最好,牙齿矫正
我大门牙，从牙龈下面开始断,补牙
普通去除污渍用什么洗,洁牙
下牙有一颗不整齐,牙齿矫正
一月前牙痛打消炎针好了的，三月初三吃了豆腐就又痛了,牙齿疼痛
牙齿美白怎么收费  我四环素牙从小牙齿就不白,牙齿美白
阿莫西林，维生素B，口炎颗粒，,无主题
相邻牙齿做了牙套也可以么,无主题
孩子说经常会牙出血,牙周治疗
牙套的一般价格,无主题
我牙齿有点稀想矫正32岁了,牙齿矫正
用过咽炎片，口炎灵还有硫磺解毒片之类的,无主题
你好我孩子下颌交叉面部有肿块是什么病因，在重庆医院也看过，都说是发炎，,无主题
本地吧，就是不知道大概会花多少钱,无主题
这是我微信39288333,无主题
靠里面的大牙是被智齿挤破后也龋牙，没办法嚼饭。,龋齿治疗
也不是很硬，就是吃那个煎的糖粑粑，结果有一颗就破掉了，,补牙
拨一颗尽头牙多少钱,拔牙
会不会是其它的病引起的。,无主题
那现在怎样止痛,牙齿疼痛
我想了解一下咱们这里大概多少,无主题
牙髓炎根管治疗多少钱,根管治疗
我这牙齿说是直立的,无主题
刚开始。溃疡。差不多一个。没有一。,口腔溃疡
你们费用贵吗,无主题
带牙套多久可以摘下来,牙齿矫正
隐形牙套多少,隐形矫正
不属于做核磁的金属烤瓷牙有哪一种,烤瓷牙
上面一个牙齿没有了一半，下面也是这样子？,补牙
时不时疼一下,牙齿疼痛
您好种牙要多长时间，要多少钱？,牙齿种植
想问一下做一颗隐形义齿多少钱？,隐形矫正
拨了间隔多久才能拨第二个智牙,拔牙
1080是什么材质？那个国家的？,无主题
一个在后面，一个在原来基础上长出来歪点点,牙齿矫正
全瓷牙报个价给我吧。,全瓷牙
我长了三颗智齿。很疼很疼。晚上睡不着觉。,智齿冠周冲洗
急性牙髓炎,根管治疗
会不会拔完很疼的那种,拔牙
我牙龈现在烤瓷牙的地方发炎，有牙包,牙周治疗
那一般蛀牙修复价格是多少,龋齿治疗
有个智齿隔段时间就会发炎,智齿冠周冲洗
蛀牙，,龋齿治疗
糖尿病种牙有什么要求,牙齿种植
如果明天想预约洗牙，方便么？,洁牙
植牙算吗,牙齿种植
不出血，也不松动,无主题
烤瓷牙和全瓷牙怎么区分,烤瓷牙
暂时没有发炎,无主题
今晚疼  过不鸟  先止疼,牙齿疼痛
医生说可以考虑做贴面,牙齿贴面
他太疼了,牙齿疼痛
有时间多，在有时间少,无主题
脓包被我弄破了,口腔溃疡
有什么止痛的方法吗？,牙齿疼痛
有蚜虫,龋齿治疗
自体牙移植费用全部加起来要多少钱(智齿移到大牙),牙齿种植
牙缝变大，怎么办,无主题
补得了多久呀,补牙
牙齿美容,美牙冠
通过保险结算，费用是不是很高,无主题
韩系 欧美系统 肿在哪个价格区间，,牙齿种植
那换一颗呢,无主题
第一个大牙？,无主题
以前有牙周炎，牙龈萎缩引起的,牙周治疗
牙齿咬合没有任何问题,无主题
你好， 我想拔智齿。 请问需要预约吗？,拔牙
大牙里面那个坏了能不能总全吃或者烤翅,无主题
右边上面的大牙齿,无主题
你好，隐形矫正大约需要多少钱,隐形矫正
洗牙要多少费用,洁牙
牙齿多半坏掉了,无主题
今天去了好大夫口腔医院本来想做牙齿矫正,牙齿矫正
做了根管治疗就一定要做牙套保护吗,烤瓷牙
拔残根怎么做手术,拔牙
一个牙都还没换过,无主题
大约的费用,无主题
是不是需要马上拔掉呢,拔牙
里面好痛,牙齿疼痛
长出来了? 已经很久没有再长了,无主题
就是把那个洞洞给补上,龋齿治疗
拔牙后注意什么?,拔牙
压根好像是断了,补牙
门牙矫正有的反弹,牙齿矫正
我是上牙，两边的牙掉了几颗,补牙
长在里面挤着疼,牙齿疼痛
缺失2年,补牙
和陶瓷半隐形的费用,隐形矫正
烤弛牙价格多少,烤瓷牙
框牙之后有小孩会不会影响,无主题
种植一棵牙齿需要多少费用,牙齿种植
我牙齿缺了好几块了,补牙
我先问一下，就是掉了一点点，能补吗,补牙
我用茶叶水给他擦牙龈了，是不是这个原因,无主题
牙疼，还有想拔智齿,拔牙
没看到蛀牙,无主题
就最近才疼的,牙齿疼痛
门牙一颗和傍边连着的一颗,无主题
你好医生，我经常长口腔溃疡是怎么回事呢,口腔溃疡
牙肉肿痛，还全身酸痛,牙周治疗
牙疼有什么办法止痛,牙齿疼痛
有一颗凹进去了,牙齿矫正
只有血泡，没有疼痛，就刚才,口腔溃疡
表面有黑黑的东西,龋齿治疗
医生我长反复口腔溃疡可以打什么针好得快,口腔溃疡
上星期过去消炎过，这周没有疼痛了,无主题
特别痛我晚上都睡不着觉,牙齿疼痛
我昨天去拍片了,无主题
左下6，两根神经,无主题
是次牙发炎,牙齿炎症治疗
4万多少起步？,无主题
左半边最深处位置,无主题
现在包在里面的疼,牙齿疼痛
牙周炎有在口腔医院治疗了。只是有一年多了,无主题
拔牙7个小时了    还流血呢,牙周治疗
医生说的是口腔炎,口腔溃疡
吃东西时左边大牙很痛,无主题
但是还是有炎症，还是不是正常的牙龈,牙齿炎症治疗
牙齿磨损严重,无主题
一般多少钱的？,无主题
贴面烤瓷牙多少钱,牙齿贴面
才发现智牙6天左右,智齿
建议让我补牙,补牙
我长了一颗刺牙下午可以拔不,拔牙
baya,无主题
没有，才开始疼，以前没怎么疼过,牙齿疼痛
有牙周炎怎么办,牙周治疗
门牙是烤瓷牙   是套上去的,无主题
拔牙智齿一个多少钱,拔牙
二氧化锆有瓷贴面吗,牙齿贴面
美国的你们是多少钱,无主题
牙齿矫正，补牙贵吗？平时都不敢露牙笑，同学都议论我，唉,牙齿矫正
脸腮也有了,无主题
一般什么时候可以拔智齿,智齿
我想问一下咱这是怎么收费的,无主题
韩系价格是多少、欧系价格是多少,无主题
费用明细吗,无主题
不知道牙里有黑的,龋齿治疗
请问牙周自疗费用是多少,牙周治疗
你的意思只有拔掉吗,拔牙
倒數第二颗,无主题
拔会不会很痛,拔牙
痛了一段时间  又痛  大牙,牙齿疼痛
现在没时间，就是想先了解一下大概的价格范围，之后想矫正就会先去检查,牙齿矫正
是不是我最近吃辣的上火了,无主题
种植两颗门牙加上一起费用多少钱,牙齿种植
那我两个拍片到完成治疗大致要多少,无主题
下午刚拔牙，吃了阿莫西林胶囊和甲硝锉凝胶，现在怕冷,无主题
接受不了拔牙,无主题
智齿之前都拔了啊,无主题
吃东西很痛,无主题
我可能牙周炎引起的,牙周治疗
10元补一颗,无主题
带牙套方便吗,无主题
基本掉光了,补牙
去拔了1个了，现在这个会疼,牙齿疼痛
大概费用好多钱,无主题
这个是断了,补牙
在牙齿最里面,无主题
有，前面那六个是种植的，咋天掉下来了。,牙齿种植
大学的时候补的,无主题
牙齿掉了多久可以镶牙,补牙
我想请问一下，隐形牙套的价格,隐形矫正
嗯 我就是想问下洁牙多少钱,洁牙
有的在有的坏了有的拔了,无主题
种植牙的全过程,牙齿种植
怎么有时候非常痛一下又不怎么痛,牙齿疼痛
我想问问口腔溃疡是什么引起的,口腔溃疡
老人种植牙费用,牙齿种植
缺了，已经拔掉了，一直带着活动假牙,无主题
皓齿美白POLA美白哪个好,牙齿美白
是不是要消炎过后才能拔,牙齿炎症治疗
牙疼好久了一直困扰着,牙齿疼痛
请问我昨天联系的拜博口腔的在线医生，咨询一下种牙的价格,牙齿种植
稍微有一些不齐,牙齿矫正
只是有点黑,龋齿治疗
有个虫牙最近总是久不久就出血,龋齿治疗
很痛安…可多少钱,补牙
47岁，男，一直有口腔溃疡。,口腔溃疡
是医生建议的,无主题
太阳穴都胀痛,无主题
下边牙全没了,补牙
不行？你直接说这个牙齿咋整就可以了。,无主题
我女性，53岁了，以前也爱嘴唇生溃疡,无主题
您好，这段时间我嘴巴一直都长溃疡，一个还没好又接一个，是怎么回事呢,口腔溃疡
你说的这个主任是这个种植的医生吗,无主题
敏感痛,牙齿脱敏
所以洁牙188是不能刷医保吗？,洁牙
一直痛？,无主题
有洁牙卡,洁牙
拔上牙智齿多少钱一颗,拔牙
是又一颗牙断了,补牙
比如说吃东西不小心咬到，或者被东西伤到都会成溃疡,口腔溃疡
你们那有洗牙吗 怎么收费的,洁牙
已经掉了3颗,补牙
9岁小孩子牙齿痛怎么办,牙齿疼痛
我想做一个最便宜的保持器，,牙齿矫正
晚期牙周炎多久能恢复呀,牙周治疗
做树脂贴面后不会对牙龈出血、牙龈萎缩吧！,牙齿贴面
都被掏空完了,龋齿治疗
我想问一下我的曹牙有个黑洞如果把神经打死在堵上需要多少钱,龋齿治疗
补过的牙齿松动疼痛,牙齿松动
牙齿在换牙期间，一直长蛀牙，怎么预防,涂氟防龋
加深了，多发,无主题
刚刚已经去门诊了～先吃点消炎药后在治疗,无主题
补牙的话多少钱，掉不,补牙
那我就问下牙包住上牙就一定是骨性地包天么,牙齿矫正
那不可能明天要排队进去看口腔溃疡,口腔溃疡
我就经常口腔溃疡,口腔溃疡
蛀牙掉了一半,龋齿治疗
我的烤瓷牙黑了 有点异味,烤瓷牙
有三颗牙缺了,补牙
脸肿脸痛会持续多少天？,无主题
自己怎么清除牙龈结石,洁牙
轻轻一碰就会出血，而且有时候不知不觉间吐口水都会有血,牙周治疗
是不是都要戴牙套,无主题
可能有点发炎,牙齿炎症治疗
有的有牙根有的没有牙根,无主题
上边牙掉了两颗,补牙
我的智齿去年拍过片子，都是竖着长的,智齿
一共两课牙,无主题
之前没有，这段时间有点发炎，会有,牙齿炎症治疗
会不会口交后长口腔溃疡,无主题
是颗智齿,智齿
不是，就是做牙齿矫正，现在笑的时候牙龈露出好的，不好看,牙齿矫正
感觉整口牙齿都坏掉了，摔断过，牙根瘘管，很多牙齿都坏了，治疗加修复会要多少钱,根管治疗
我自已撬发炎的,牙齿炎症治疗
牙齿发炎了很痛,牙齿炎症治疗
什么是牙周炎,牙周治疗
智齿一定要拔吗?为什么,智齿
我每次牙齿痛都疼的不行  这是为什么呀！,牙齿疼痛
请问智齿刚长出一点，能拔吗？,智齿
光谷关山,无主题
是不是一个长期的过程还是当天就能搞定,无主题
继发性什么意思,无主题
可能会偏向与第二种把,无主题
植体选择一般考虑哪些因素,牙齿种植
开裂好几条,补牙
牙疼有什么办法,牙齿疼痛
口臭跟这个有没有关系,无主题
智齿坏了一定要拔吗？,智齿
牙齿掉了就有，现在也还是一样,无主题
就是把两颗牙齿之间磨出一个缝隙,无主题
之前去检查过 医生说尽量不用破裂的那边去咬东西 没叫我治疗,补牙
但是掉了,补牙
没有做过具体类型检查，她特别爱长溃疡，有时候咬伤后就形成溃疡,口腔溃疡
检查牙齿发炎恢复的情况，和补牙,补牙
先买点消炎的药吃来看,牙齿炎症治疗
我现在牙疼的厉害，有什么办法能止痛,牙齿疼痛
马上六岁了，正在换牙中，掉的牙齿松动很久了，到时今天牙齿只掉了半颗,无主题
你们那边拔掉智齿的费用是多少呢？,拔牙
我牙蛀牙特別多，有兩個需要拔掉，有幾個需要做治療,龋齿治疗
以前牙龈有脓包,无主题
要安几棵,补牙
大牙的牙肉痛，大牙之前蛀牙掉完了现在是牙肉痛,牙周治疗
牙上面的肉白了,牙周治疗
上牙龈突出,牙齿矫正
你那叫什么医院？,无主题
那如果稳固型不好呢,无主题
长了，但是智齿现在挺好的,无主题
就是有一个溃疡而,口腔溃疡
可是我有咽炎,无主题
门牙有一点点前倾,牙齿矫正
做牙齿贴面一颗多少钱,牙齿贴面
大牙下挨着牙龈旁边的,无主题
你好，碧媞福美牙仪危害有没有啊,美牙冠
我天天晚上牙齿痛怎么办,牙齿疼痛
我的牙齿做了根管治疗怎么还是痛。,无主题
你好，换颗牙一般多少钱,无主题
吃消炎药好了，拔掉,拔牙
拔虫牙,拔牙
比如牙龈肿痛，怎么,牙周治疗
娃娃大牙有蛀牙怎么办,龋齿治疗
现在有什么止疼的办法没有，先凶疼,牙齿疼痛
现在牙龈老发炎  张浓泡,牙周治疗
就是咬筷子把门牙面咬碎了一些,无主题
消炎效果不好，有什么特效药吗？,牙齿炎症治疗
没有哦，昨天才有感觉，今天看是长智齿。不拔的话疼痛会持续多久？,智齿
半隐形是什么,隐形矫正
树脂浮雕贴面效果怎么样,牙齿贴面
我有两颗假牙，门牙，用了两三年了，有一颗有点裂痕,补牙
矫正地包天手术。大概多少钱？,牙齿矫正
洗一次牙需要多久,洁牙
还有时间大概要多久,无主题
拍过，长得跟旁边的牙一样整齐就是太往里了被肉盖住了一半,无主题
想拔智齿，完完整整整整齐齐排好的，价格大概多少啊,拔牙
我的长在大牙齿的后面可整齐了,无主题
你们医院贵不贵,无主题
去除蛀牙多少钱,拔牙
我牙齿不好，想问最佳矫正牙齿时间什么时候,牙齿矫正
不管是否拔牙。这也是一种态度啊,无主题
补一颗一次需要多长时间,补牙
半隐形扣掉补贴价位范围是多少呢请问,隐形矫正
如果纯粹的打麻药拔牙你们收费多少的亲,无主题
三种方案的价格大概都是多少,无主题
行啊，到时候口腔溃疡好了在去。一直抽烟喝酒  没好,口腔溃疡
有去看过医生，说是补不了，要拔掉,拔牙
哪个医院做成人隐形矫正不好,隐形矫正
牙周炎是什么,牙周治疗
不是智齿呢，,无主题
智齿和隔壁的共二个,智齿
后牙45,无主题
用牙签的话能感觉到牙髓,无主题
拔掉会有什么影响吗？,拔牙
能临时怎么处理一下吗？,无主题
在长寿，我就是想知道这个肿怎么给他消肿,牙周治疗
62岁，牙齿掉了,补牙
爱长口腔溃疡是什么原因？,口腔溃疡
全吃药是5000口吃药，是不是更要便宜点呢？,无主题
女性，今年46，长溃疡可能有5-6年了,口腔溃疡
我想了解怎么收费,无主题
一般牙套多贵？传统牙套,牙齿矫正
我女朋友，她做过检查,无主题
一颗牙齿 已经检查过了,无主题
我是多年前工作打坏了牙根，装的活动牙，现想装固定的,补牙
智齿没有疼痛感,智齿
牙齿没什么具体问,无主题
有点缺洞,龋齿治疗
口腔溃疡  吃什么东西会好点,口腔溃疡
有一颗牙齿坏了需要补吗,无主题
那我怎么止痛,牙齿疼痛
我是缺了一点点,补牙
疼，酸疼,牙齿疼痛
大概上半口缺6科,补牙
就是补了牙可以做核磁共振检查吗,补牙
能不能给我说说智齿为什么会痛呢,智齿冠周冲洗
大牙一般到几岁才换,无主题
我牙齿炎症一直不好怎么回事,牙齿炎症治疗
牙补呢,补牙
儿童填牙一年后发炎了，怎么治,牙齿炎症治疗
上下4颗都可以一起拔掉吗,拔牙
只是上牙套不行吗，说是为了保护那颗牙齿,烤瓷牙
费用能纳入医保吗,无主题
整个下来多少钱？（做好）,无主题
您就说哈您们做完一颗种植牙全部要多少钱,牙齿种植
我现在疼得睡不着觉,牙齿疼痛
有点时间，最近又开始痛,牙齿疼痛
种牙都是安全的吗，能用多久，要是种之后会不会有不适应情况,牙齿种植
我想了解隐适美。,隐形矫正
牙冠修复的价格呢,烤瓷牙
还可以纠正吗？,牙齿矫正
我想问一下隐形矫正是什么价位呢？,隐形矫正
上面比较严重大概四颗,无主题
结果肿痛了，估计要先检查看看,牙齿疼痛
你们现在全瓷的,全瓷牙
有吃药保守治疗不行,无主题
我是胃炎发作后一同出现的这个症状,无主题
蛀的那个会痛,龋齿治疗
他建议做普通的牙齿，也就四五百一棵的,无主题
是怕影响哺乳嘛？还是有其他的原因,无主题
有两个凹下去了,牙齿矫正
医生就说是口腔溃疡。,口腔溃疡
种牙齿多少钱一颗,牙齿种植
整个过程需要多少时间,无主题
牙齿发炎牙齿就掉了,牙齿炎症治疗
嗯，不齐，还有两颗有点突出,牙齿矫正
拔牙和种牙费用大概多少,牙齿种植
算了，都是忽悠，就没有个具体价格,无主题
没检查，这两天才疼的,牙齿疼痛
牙齿吧，不痛不痒,无主题
想咨询一下，33岁可以进行牙齿矫正吗,牙齿矫正
15岁，牙齿有轻微的不整齐,牙齿矫正
洗牙以后会很敏感吗？,洁牙
戴隐形牙套对脸型会改变吗,隐形矫正
沒有做过，你告诉我种四颗大牙大概多少钱就行,牙齿种植
我去药店买了点消炎药,无主题
牙齿根管治疗多少钱一颗,根管治疗
一点，不是全松,牙齿松动
门牙跟门牙旁边左捂脸,无主题
没有  只有在一家牙科诊所补过牙,无主题
牙龈出血后在嘴里有什么感觉,无主题
门牙有颗比较凸,牙齿矫正
家里没有消炎药,无主题
要在有溃疡存在的时候做吧？,无主题
如果大牙坏了能长出新牙不,无主题
烤瓷牙修复会不会掉呀,烤瓷牙
没有查过，不是长期出血，上火就出血。,牙周治疗
除了种牙还有其他方法吗,无主题
这两种用的多，价格呢,无主题
但是不凸,无主题
已经掉了一些，只剩一点,补牙
这两种是什么区别吗,无主题
大牙第一颗经常疼,牙齿疼痛
缺了五六年,补牙
十九号种了一颗然后取了一颗、可以一起弄吗,牙齿种植
最近牙齿不舒服，好像松了，不能吃硬东些怎么办,牙齿松动
这个我知道，问题是补完这颗那可就破了，该怎样治疗,补牙
拿什么洁牙,洁牙
我牙齿老出一年多了，发现最近流的量比较多，还会自发性流,无主题
看别人有的是烤瓷有的是银色那种,烤瓷牙
现在还能见到部分智齿,智齿
想把几颗拔了,拔牙
全隐形三四个月,隐形矫正
哈哈，以前牙子就一个小窟窿小窟窿呢，后来变大变大的话就会摇摇摇，今年把它拔掉就是这样子的。,无主题
好绝望啊骨性,无主题
你就随便说一两个相对便宜的价格吧,无主题
拔出智齿一颗什么费用,拔牙
那做一颗临时冠多少钱啊,烤瓷牙
我是四环素牙，想做牙齿内容,牙齿贴面
补牙是不是不需要补太贵的啊,补牙
痛就是发炎吗,牙齿疼痛
是下牙左侧,无主题
不会发炎吧？,无主题
请问牙髓炎在孕期可以治疗吗？,根管治疗
你们拔智齿专业吗？,拔牙
牙疼吃安乃近吗,牙齿疼痛
医生看过，他说长的挺正的，不需要拔,无主题
智齿是啥,智齿
可以纠正的吗,牙齿矫正
不管吃什麼都疼,无主题
先说价格吧？,无主题
需要多久了,无主题
就怕他现在还小换牙后不知什么样大概费用有多少我们是廊坊的可以带他来查查,无主题
牙齿缺了一个，吃点冷的就痛,牙齿脱敏
总是口腔溃疡为什么？,口腔溃疡
好吧，就是怕疼,无主题
我的牙齿有个有个小洞洞，还有大牙上有黑线那种，大概需要多少钱啊,龋齿治疗
牙齿松又痛是什么原因造成的呢？,牙齿松动
种植牙现在怎么做？,牙齿种植
每隔一个月左右就要痛一次,牙齿疼痛
我上牙有一颗往里的，不整齐，下牙也有一颗不齐，,牙齿矫正
一起的话大概需要多少,无主题
拔一颗坏牙齿得多少钱,拔牙
我担心拨牙齿会蛮疼,拔牙
先了解价格,无主题
你们这个周末可以拔牙吗,拔牙
拨个智齿多少钱？,拔牙
那这种干预治疗贵吗,无主题
听说涂氟可以治疗蛀牙，有这种治疗吗？,涂氟防龋
那个如果我的牙齿是被那个人给把拔下来的就是那个流了很多血都不过那个牙根还在里面牙根怎么办别人都说难看,补牙
智齿没长出来现在痛的话可以开刀拔吗,智齿
那多少钱呢,无主题
去过，我就有点事问一下,无主题
又出现洞了,龋齿治疗
最后一颗后牙 我保护了两年了 很谨慎,无主题
拔牙后多久可以做矫正,牙齿矫正
特难受,无主题
吃牛肉干发炎的,牙齿炎症治疗
你好，反复性口腔溃疡怎样彻底根除？,口腔溃疡
我想问一老是张溃疡有没有什么有没控制的方法,口腔溃疡
您还没有告诉我一棵最优惠多少钱？暂时不要考虑其他小问题产生的费用,无主题
请问爱长口腔溃疡是什么原因？,口腔溃疡
刚好塞满那个洞,无主题
我想问一下补过的咬合时会痛是什么原因？,牙齿疼痛
会不会损伤牙神经,无主题
下面的门牙，疼了挺长时间,牙齿疼痛
牙漏神经，疼,根管治疗
如果是牙周炎可以治疗吗,牙周治疗
有没事什么缓解的办法,无主题
假牙脏了如何清洗,补牙
不是说没有蛀洞 算早期,无主题
种植牙一个多少钱,牙齿种植
就是分国产和进口是吗,无主题
你好、遇冷牙疼是怎么回事呀,牙齿脱敏
当时也没说要求补什么得,补牙
就像口腔溃疡一样,口腔溃疡
一般多久洗一次好呢？,洁牙
我觉得最好是补吧,补牙
牙疼用什么好,牙齿疼痛
您好，我想咨询一下隐形矫正,隐形矫正
以前是凉水,无主题
没有报告之前有补过,无主题
以前左边发炎都是吃药就行了,无主题
以前是虫牙，拔掉的，61岁,无主题
进口全瓷牙一颗多少钱,全瓷牙
脱落了一点,补牙
上下剩几个了，先问下一颗仿生牙多少元一,无主题
感觉智齿附近发炎，嘴巴内肿胀难受,智齿冠周冲洗
种植牙之前需要做什么检查化验,牙齿种植
戴牙套多少钱呀,无主题
最近就打算种? ?就想了解下有哪些品牌 价格好多,牙齿种植
这个口腔溃疡为什么一下子就长这么多呢。,口腔溃疡
智齿冠周炎牙齿打不开现在,智齿冠周冲洗
这几天都打针了，因为细菌感染，反复发烧,无主题
我想咨询一下如果能做的话，一颗需要多少钱,无主题
说用全瓷的,全瓷牙
怎么样才知道威兰德臻瓷牙的真假,烤瓷牙
请问三岁孩子牙齿痒是什么原因,无主题
不拔有什么坏处,无主题
上面牙龈门牙加两边,无主题
你们那拔智齿多少钱,拔牙
嘴角有一点闭合不了，问题不是蛮大,牙齿矫正
牙窟窿引起的肿痛要吃些什么药,龋齿治疗
小孩正常几岁换牙,无主题
牙根没有活动、也没有发炎、牙根用拔掉吗。,无主题
现在肿的很厉害很疼牙齿包在肉里面，吃了消炎药没好转,牙周治疗
牙疼用人工牛黄甲硝唑药粉直接洒在疼痛处，可以吗,牙齿疼痛
蛀牙22,龋齿治疗
是的，她说可以上下拔两颗，一共拔四颗。,拔牙
我只看见有一点牙齿长出来了,无主题
想问一下鲍牙矫正的费用,牙齿矫正
用什么牌子的牙膏可以消肿吗？,无主题
好几年了！不疼吃瓜子，弄掉了小块，门牙,补牙
之前有一颗牙齿经常里面。长脓出来，然后去拍片是牙周炎。,牙周治疗
怎么个费用,无主题
智牙总反复疼,智齿冠周冲洗
我正在考虑是不是要拔,无主题
你还没说隐形矫正怎么收费的呢,隐形矫正
拔牙多,拔牙
半隐形，全隐形多少,隐形矫正
还能乔正吗,牙齿矫正
有一点白色的,无主题
口腔溃疡痛,口腔溃疡
就是不整齐，倒是没多大难度,牙齿矫正
整个左下方牙齿都很疼,牙齿疼痛
这两天开始疼的，有点肿,牙齿疼痛
多少钱哦,无主题
种植牙的价格表,牙齿种植
我妈妈有口腔溃疡,口腔溃疡
多少钱一颗牙,无主题
在你们这里补一棵门牙要多少钱？,补牙
上牙齿包下牙齿,牙齿矫正
全瓷分材料吗？,全瓷牙
我是门牙不齐,牙齿矫正
我这个怎么弄,无主题
治疗不可逆性牙髓炎大概花多少钱？,根管治疗
是缺牙,补牙
怎么样才能尽快让他好,无主题
上面的上面的大牙，黑了。但还没空,龋齿治疗
算了吧？,无主题
在别的地方看过，就补了一颗，还有一颗怎么也不补了，孩子不配合了,补牙
牙掉了一颗补多少线,补牙
隐形牙套费用包括和矫正牙齿费用一起的吗,隐形矫正
收费多少？,无主题
牙髄疼怎么办？,根管治疗
我在顺达洗过一次，在口腔医院洗过一次,无主题
您好，孩子门牙磕掉了一块，用修补吗？十岁了,补牙
有一颗牙齿坏掉了，想考虑种牙,牙齿种植
现在又痛了,牙齿疼痛
我牙根很好以经有二十多年了从来不痛,无主题
请问儿童补牙怎么收费？,补牙
拔下排牙两个智齿要花多少钱呀,拔牙
本人，前几天发现有溃疡,口腔溃疡
就是牙套有的不是里面有分金属的跟全瓷牙嘛  也都是1千起步吗,烤瓷牙
可是全部肉包着的诶,无主题
你们多少钱,无主题
想了解全瓷牙套的费用，一颗,全瓷牙
您好，做了烤瓷侨连冠修复，需几年更换一次,烤瓷牙
隐形的2万毒,隐形矫正
有吃过一段时间消炎药,无主题
前突，非常不平凹进去也用等等,牙齿矫正
您们那里是去专针对口腔溃疡的吗,口腔溃疡
请问拔牙智齿啥的 可以用医保卡吗,拔牙
牙周炎，全口牙齿松动，怎么办？,牙周治疗
就是不知道大石牙应该怎么治疗,无主题
洁牙后医生没有说,无主题
洗牙可以消除吗,洁牙
洗牙会不会很疼？,洁牙
就这两天又开始疼,牙齿疼痛
上排牙齿有些前凸吧,牙齿矫正
有没有办法让牙龈长回来,无主题
为什么我牙齿里面长了个包,牙周治疗
以前吃骨头被伤过,无主题
疼也能立马换牙吗,牙齿疼痛
种植牙要比烤瓷牙贵多少,牙齿种植
有啊，他说补不了,无主题
牙齿断了一节,补牙
我想近期去补个龋洞,龋齿治疗
稍等一下，我的目的是美白牙齿,牙齿美白
40岁，大牙吃热的，吃糖都疼,牙齿脱敏
门牙有个牙齿有点点蛀牙,龋齿治疗
拔牙的费用包括哪些,拔牙
我牙性多,无主题
37岁了牙齿不整齐、一直没纠正、现在想让门牙整齐、最好的方法是什么,牙齿矫正
牙齿骨粉就多人家,无主题
拔牙后疼怎么办,无主题
我老婆嘴巴都是溃疡，是为啥，一般的口腔溃疡不都是一点儿吗,口腔溃疡
原有牙齿健康,无主题
上牙两颗，下牙两颗,无主题
是智齿拔牙啊,拔牙
牙根有一颗发黑，请指点，谢谢老师！,龋齿治疗
那样是不是还得割开肉锯掉智齿,智齿
